zip,city,region,district
69162,Dong Hoi,Central,District #20
69163,Nha Trang,Central,District #30
69165,Da Nang,Central,District #30
69166,Quy Nhon,Central,District #30
69169,Dong Hoi,Central,District #30
69201,Dong Hoi,Central,District #30
69210,Hue,Central,District #30
69211,Hue,Central,District #30
69214,Da Nang,Central,District #30
69217,Kon Tum,Central,District #30
69301,Hue,Central,District #20
69331,Da Nang,Central,District #20
69334,Quy Nhon,Central,District #20
69336,Kon Tum,Central,District #20
69337,Tuy Hoa,Central,District #32
69339,Da Nang,Central,District #32
69341,Quang Ngai,Central,District #20
69343,Nha Trang,Central,District #32
69345,Quang Ngai,Central,District #20
69347,Phan Thiet,Central,District #32
69348,Dong Hoi,Central,District #32
69352,Phan Thiet,Central,District #20
69354,Quang Ngai,Central,District #32
69356,Quang Ngai,Central,District #20
69357,Quang Ngai,Central,District #20
69358,Hoi An,Central,District #20
69360,Phan Rang-Thap Cham,Central,District #32
69361,Kon Tum,Central,District #20
69363,Nha Trang,Central,District #20
70001,Quang Ngai,Central,District #24
70002,Kon Tum,Central,District #24
70003,Quy Nhon,Central,District #24
70004,Hue,Central,District #24
70005,Nha Trang,Central,District #24
70006,Dong Hoi,Central,District #24
70011,Da Nang,Central,District #24
70030,Hoi An,Central,District #24
70031,Quy Nhon,Central,District #24
70032,Hue,Central,District #24
70037,Phan Rang-Thap Cham,Central,District #24
70038,Hoi An,Central,District #24
70039,Quang Ngai,Central,District #24
70040,Quang Ngai,Central,District #24
70041,Tuy Hoa,Central,District #24
70043,Kon Tum,Central,District #24
70044,Phan Thiet,Central,District #24
70047,Nha Trang,Central,District #24
70049,Kon Tum,Central,District #24
70051,Kon Tum,Central,District #24
70052,Hue,Central,District #24
70053,Hue,Central,District #24
70056,Tam Ky,Central,District #24
70057,Dong Hoi,Central,District #24
70058,Tuy Hoa,Central,District #24
70059,Da Nang,Central,District #24
70062,Hue,Central,District #24
70063,Hue,Central,District #24
70064,Tuy Hoa,Central,District #24
70065,Dong Hoi,Central,District #24
70067,Hoi An,Central,District #24
70068,Nha Trang,Central,District #24
70069,Kon Tum,Central,District #24
70070,Quang Ngai,Central,District #24
70071,Hoi An,Central,District #24
70072,Kon Tum,Central,District #24
70075,Nha Trang,Central,District #24
70079,Da Nang,Central,District #24
70080,Phan Rang-Thap Cham,Central,District #24
70082,Tuy Hoa,Central,District #24
70083,Quy Nhon,Central,District #24
70084,Phan Rang-Thap Cham,Central,District #24
70085,Phan Thiet,Central,District #24
70086,Phan Rang-Thap Cham,Central,District #24
70087,Kon Tum,Central,District #24
70090,Quang Ngai,Central,District #24
70091,Da Nang,Central,District #24
70092,Quang Ngai,Central,District #24
70094,Tuy Hoa,Central,District #24
70112,Tam Ky,Central,District #24
70113,Tuy Hoa,Central,District #24
70114,Tam Ky,Central,District #24
70115,Quy Nhon,Central,District #24
70116,Hoi An,Central,District #24
70117,Phan Rang-Thap Cham,Central,District #24
70118,Da Nang,Central,District #24
70119,Hoi An,Central,District #24
70121,Tam Ky,Central,District #24
70122,Hue,Central,District #24
70123,Kon Tum,Central,District #24
70124,Quy Nhon,Central,District #24
70125,Hoi An,Central,District #24
70126,Nha Trang,Central,District #24
70127,Hoi An,Central,District #24
70128,Dong Hoi,Central,District #24
70129,Tam Ky,Central,District #24
70130,Hoi An,Central,District #24
70131,Phan Thiet,Central,District #24
70148,Nha Trang,Central,District #24
70158,Hoi An,Central,District #24
70177,Hue,Central,District #24
70301,Phan Thiet,Central,District #24
70302,Da Nang,Central,District #24
70339,Phan Thiet,Central,District #24
70340,Kon Tum,Central,District #24
70341,Dong Hoi,Central,District #24
70342,Nha Trang,Central,District #24
70343,Hue,Central,District #24
70344,Kon Tum,Central,District #24
70345,Quy Nhon,Central,District #24
70346,Quy Nhon,Central,District #24
70352,Tuy Hoa,Central,District #24
70353,Tuy Hoa,Central,District #24
70354,Phan Rang-Thap Cham,Central,District #24
70355,Phan Thiet,Central,District #24
70356,Phan Thiet,Central,District #24
70357,Hoi An,Central,District #24
70359,Hoi An,Central,District #24
70360,Dong Hoi,Central,District #24
70361,Quang Ngai,Central,District #24
70363,Phan Thiet,Central,District #24
70364,Phan Thiet,Central,District #24
70372,Da Nang,Central,District #24
70373,Tuy Hoa,Central,District #24
70374,Phan Thiet,Central,District #24
70375,Kon Tum,Central,District #24
70377,Quy Nhon,Central,District #24
70380,Phan Rang-Thap Cham,Central,District #24
70381,Quy Nhon,Central,District #24
70390,Hue,Central,District #24
70391,Quy Nhon,Central,District #24
70392,Nha Trang,Central,District #24
70393,Phan Thiet,Central,District #24
70394,Hoi An,Central,District #24
70395,Hue,Central,District #24
70397,Quang Ngai,Central,District #24
70401,Quang Ngai,Central,District #24
70403,Hue,Central,District #24
70404,Tam Ky,Central,District #24
70420,Kon Tum,Central,District #24
70422,Phan Rang-Thap Cham,Central,District #24
70426,Hue,Central,District #24
70427,Hoi An,Central,District #24
70431,Nha Trang,Central,District #24
70433,Quang Ngai,Central,District #24
70434,Quy Nhon,Central,District #24
70435,Dong Hoi,Central,District #24
70437,Tam Ky,Central,District #24
70438,Phan Rang-Thap Cham,Central,District #24
70441,Quang Ngai,Central,District #24
70442,Quang Ngai,Central,District #24
70443,Phan Rang-Thap Cham,Central,District #24
70444,Tam Ky,Central,District #24
70445,Phan Rang-Thap Cham,Central,District #24
70446,Tuy Hoa,Central,District #24
70447,Phan Thiet,Central,District #24
70448,Tam Ky,Central,District #24
70449,Quang Ngai,Central,District #24
70450,Hue,Central,District #24
70452,Hue,Central,District #24
70453,Dong Hoi,Central,District #24
70454,Nha Trang,Central,District #24
70455,Nha Trang,Central,District #24
70456,Dong Hoi,Central,District #24
70458,Hue,Central,District #24
70459,Quang Ngai,Central,District #24
70460,Quang Ngai,Central,District #24
70461,Hue,Central,District #24
70462,Nha Trang,Central,District #24
70463,Hoi An,Central,District #24
70464,Tuy Hoa,Central,District #24
70466,Da Nang,Central,District #24
70469,Tam Ky,Central,District #24
70470,Phan Rang-Thap Cham,Central,District #24
70471,Da Nang,Central,District #24
70501,Phan Thiet,Central,District #24
70503,Quy Nhon,Central,District #24
70506,Tam Ky,Central,District #24
70507,Dong Hoi,Central,District #24
70508,Phan Rang-Thap Cham,Central,District #24
70509,Quang Ngai,Central,District #24
70510,Hue,Central,District #24
70511,Quy Nhon,Central,District #24
70512,Tuy Hoa,Central,District #24
70514,Dong Hoi,Central,District #24
70515,Quang Ngai,Central,District #24
70516,Quang Ngai,Central,District #24
70517,Kon Tum,Central,District #24
70518,Dong Hoi,Central,District #24
70519,Dong Hoi,Central,District #24
70520,Quy Nhon,Central,District #24
70522,Tuy Hoa,Central,District #24
70523,Phan Thiet,Central,District #24
70524,Phan Rang-Thap Cham,Central,District #24
70525,Dong Hoi,Central,District #24
70526,Phan Rang-Thap Cham,Central,District #24
70527,Da Nang,Central,District #24
70528,Nha Trang,Central,District #24
70529,Hoi An,Central,District #24
70532,Phan Rang-Thap Cham,Central,District #24
70533,Hue,Central,District #24
70534,Hoi An,Central,District #24
70535,Tam Ky,Central,District #24
70537,Kon Tum,Central,District #24
70538,Da Nang,Central,District #24
70541,Hoi An,Central,District #24
70542,Nha Trang,Central,District #24
70543,Dong Hoi,Central,District #24
70544,Tuy Hoa,Central,District #24
70546,Phan Thiet,Central,District #24
70548,Da Nang,Central,District #24
70549,Da Nang,Central,District #24
70550,Tam Ky,Central,District #24
70551,Quang Ngai,Central,District #24
70552,Nha Trang,Central,District #24
70554,Dong Hoi,Central,District #24
70555,Nha Trang,Central,District #24
70558,Hoi An,Central,District #24
70559,Dong Hoi,Central,District #24
70560,Quang Ngai,Central,District #24
70562,Hue,Central,District #24
70563,Dong Hoi,Central,District #24
70570,Quang Ngai,Central,District #24
70575,Da Nang,Central,District #24
70576,Hoi An,Central,District #24
70577,Nha Trang,Central,District #24
70578,Kon Tum,Central,District #24
70581,Kon Tum,Central,District #24
70582,Quang Ngai,Central,District #24
70583,Kon Tum,Central,District #24
70584,Phan Rang-Thap Cham,Central,District #24
70585,Nha Trang,Central,District #24
70586,Quang Ngai,Central,District #24
70589,Tuy Hoa,Central,District #24
70591,Da Nang,Central,District #24
70592,Dong Hoi,Central,District #24
70596,Da Nang,Central,District #24
70598,Phan Thiet,Central,District #24
70601,Nha Trang,Central,District #24
70602,Phan Thiet,Central,District #24
70605,Hoi An,Central,District #24
70606,Quang Ngai,Central,District #24
70607,Quy Nhon,Central,District #24
70611,Kon Tum,Central,District #24
70612,Phan Rang-Thap Cham,Central,District #24
70615,Phan Thiet,Central,District #24
70629,Nha Trang,Central,District #24
70630,Kon Tum,Central,District #24
70631,Quang Ngai,Central,District #24
70632,Quy Nhon,Central,District #24
70633,Hoi An,Central,District #24
70634,Tuy Hoa,Central,District #24
70637,Nha Trang,Central,District #24
70638,Dong Hoi,Central,District #24
70639,Da Nang,Central,District #24
70640,Dong Hoi,Central,District #24
70644,Quang Ngai,Central,District #24
70645,Dong Hoi,Central,District #24
70646,Kon Tum,Central,District #24
70647,Phan Thiet,Central,District #24
70648,Tam Ky,Central,District #24
70650,Phan Thiet,Central,District #24
70651,Kon Tum,Central,District #24
70652,Hue,Central,District #24
70653,Quy Nhon,Central,District #24
70654,Tuy Hoa,Central,District #24
70655,Quang Ngai,Central,District #24
70656,Hue,Central,District #24
70657,Tam Ky,Central,District #24
70658,Quy Nhon,Central,District #24
70659,Tuy Hoa,Central,District #24
70660,Quang Ngai,Central,District #24
70661,Hue,Central,District #24
70663,Nha Trang,Central,District #24
70664,Hue,Central,District #24
70665,Phan Thiet,Central,District #24
70668,Nha Trang,Central,District #24
70669,Dong Hoi,Central,District #24
70704,Hue,Central,District #24
70706,Tam Ky,Central,District #24
70707,Kon Tum,Central,District #24
70710,Dong Hoi,Central,District #24
70711,Nha Trang,Central,District #24
70712,Tuy Hoa,Central,District #24
70714,Quang Ngai,Central,District #24
70715,Hoi An,Central,District #24
70719,Kon Tum,Central,District #24
70721,Quang Ngai,Central,District #24
70722,Da Nang,Central,District #24
70723,Quy Nhon,Central,District #24
70725,Quang Ngai,Central,District #24
70726,Kon Tum,Central,District #24
70727,Tuy Hoa,Central,District #24
70728,Hoi An,Central,District #24
70729,Quang Ngai,Central,District #24
70730,Hoi An,Central,District #24
70732,Tam Ky,Central,District #24
70733,Quang Ngai,Central,District #24
70734,Quang Ngai,Central,District #24
70736,Tam Ky,Central,District #24
70737,Tam Ky,Central,District #24
70739,Quang Ngai,Central,District #24
70740,Da Nang,Central,District #24
70744,Dong Hoi,Central,District #24
70748,Tuy Hoa,Central,District #24
70749,Hoi An,Central,District #24
70750,Kon Tum,Central,District #24
70752,Kon Tum,Central,District #24
70753,Hue,Central,District #24
70754,Hoi An,Central,District #24
70755,Hoi An,Central,District #24
70757,Kon Tum,Central,District #24
70759,Nha Trang,Central,District #24
70760,Dong Hoi,Central,District #24
70761,Hoi An,Central,District #24
70762,Da Nang,Central,District #24
70763,Hoi An,Central,District #24
70764,Da Nang,Central,District #24
70765,Phan Thiet,Central,District #24
70767,Phan Rang-Thap Cham,Central,District #24
70769,Hoi An,Central,District #24
70770,Quang Ngai,Central,District #24
70772,Hoi An,Central,District #24
70773,Quang Ngai,Central,District #24
70774,Phan Thiet,Central,District #24
70775,Phan Thiet,Central,District #24
70776,Phan Rang-Thap Cham,Central,District #24
70777,Hoi An,Central,District #24
70778,Hoi An,Central,District #24
70780,Hue,Central,District #24
70783,Dong Hoi,Central,District #24
70784,Dong Hoi,Central,District #24
70785,Phan Thiet,Central,District #24
70786,Hue,Central,District #24
70788,Tuy Hoa,Central,District #24
70789,Tuy Hoa,Central,District #24
70791,Tam Ky,Central,District #24
70801,Tam Ky,Central,District #24
70802,Hoi An,Central,District #24
70804,Phan Thiet,Central,District #24
70805,Hoi An,Central,District #24
70806,Hue,Central,District #24
70807,Tuy Hoa,Central,District #24
70808,Da Nang,Central,District #24
70809,Kon Tum,Central,District #24
70810,Phan Rang-Thap Cham,Central,District #24
70811,Quy Nhon,Central,District #24
70812,Quy Nhon,Central,District #24
70814,Quy Nhon,Central,District #24
70815,Phan Thiet,Central,District #24
70816,Phan Rang-Thap Cham,Central,District #24
70817,Hoi An,Central,District #24
70818,Hoi An,Central,District #24
70819,Quang Ngai,Central,District #24
70820,Dong Hoi,Central,District #24
70821,Tuy Hoa,Central,District #24
70837,Dong Hoi,Central,District #24
70879,Phan Thiet,Central,District #24
70894,Kon Tum,Central,District #24
70895,Phan Thiet,Central,District #24
70896,Quang Ngai,Central,District #24
70898,Tam Ky,Central,District #24
71001,Phan Rang-Thap Cham,Central,District #24
71002,Tuy Hoa,Central,District #24
71003,Tam Ky,Central,District #24
71004,Phan Rang-Thap Cham,Central,District #24
71006,Hoi An,Central,District #24
71008,Da Nang,Central,District #24
71009,Hue,Central,District #24
71016,Hoi An,Central,District #24
71018,Dong Hoi,Central,District #24
71019,Phan Thiet,Central,District #24
71023,Tam Ky,Central,District #24
71024,Nha Trang,Central,District #24
71027,Hue,Central,District #24
71030,Phan Rang-Thap Cham,Central,District #24
71031,Quy Nhon,Central,District #24
71032,Quy Nhon,Central,District #24
71033,Da Nang,Central,District #24
71034,Hoi An,Central,District #24
71037,Da Nang,Central,District #24
71038,Tuy Hoa,Central,District #24
71039,Tam Ky,Central,District #24
71040,Phan Rang-Thap Cham,Central,District #24
71044,Kon Tum,Central,District #24
71045,Phan Rang-Thap Cham,Central,District #24
71046,Hue,Central,District #24
71047,Hue,Central,District #24
71049,Nha Trang,Central,District #24
71051,Dong Hoi,Central,District #24
71052,Tuy Hoa,Central,District #24
71055,Nha Trang,Central,District #24
71058,Nha Trang,Central,District #24
71060,Quang Ngai,Central,District #24
71061,Da Nang,Central,District #24
71063,Nha Trang,Central,District #24
71064,Quang Ngai,Central,District #24
71065,Hoi An,Central,District #24
71066,Nha Trang,Central,District #24
71067,Kon Tum,Central,District #24
71068,Nha Trang,Central,District #24
71069,Dong Hoi,Central,District #25
71070,Phan Thiet,Central,District #24
71071,Kon Tum,Central,District #24
71073,Hue,Central,District #24
71075,Hoi An,Central,District #24
71078,Kon Tum,Central,District #24
71082,Dong Hoi,Central,District #24
71101,Phan Thiet,Central,District #24
71104,Quang Ngai,Central,District #24
71105,Dong Hoi,Central,District #24
71106,Kon Tum,Central,District #24
71107,Quang Ngai,Central,District #24
71108,Hue,Central,District #24
71109,Kon Tum,Central,District #24
71110,Quang Ngai,Central,District #24
71111,Hoi An,Central,District #24
71112,Hoi An,Central,District #24
71115,Tuy Hoa,Central,District #24
71118,Kon Tum,Central,District #24
71119,Tam Ky,Central,District #24
71129,Phan Thiet,Central,District #24
71134,Da Nang,Central,District #24
71135,Kon Tum,Central,District #24
71137,Dong Hoi,Central,District #24
71149,Quang Ngai,Central,District #24
71171,Quy Nhon,Central,District #24
71172,Nha Trang,Central,District #24
71201,Tam Ky,Central,District #24
71202,Phan Rang-Thap Cham,Central,District #24
71203,Phan Rang-Thap Cham,Central,District #24
71211,Da Nang,Central,District #24
71212,Tam Ky,Central,District #24
71213,Hoi An,Central,District #24
71219,Phan Rang-Thap Cham,Central,District #24
71220,Nha Trang,Central,District #24
71221,Quang Ngai,Central,District #24
71222,Quang Ngai,Central,District #24
71225,Tam Ky,Central,District #24
71226,Nha Trang,Central,District #24
71227,Phan Rang-Thap Cham,Central,District #24
71229,Quang Ngai,Central,District #24
71230,Hoi An,Central,District #24
71232,Nha Trang,Central,District #24
71234,Phan Thiet,Central,District #24
71235,Kon Tum,Central,District #24
71237,Quy Nhon,Central,District #24
71238,Quy Nhon,Central,District #24
71241,Quang Ngai,Central,District #24
71243,Phan Rang-Thap Cham,Central,District #24
71245,Quang Ngai,Central,District #24
71247,Hoi An,Central,District #24
71249,Phan Thiet,Central,District #24
71251,Nha Trang,Central,District #24
71253,Hue,Central,District #24
71254,Nha Trang,Central,District #24
71256,Quy Nhon,Central,District #24
71259,Quy Nhon,Central,District #24
71260,Phan Rang-Thap Cham,Central,District #24
71261,Kon Tum,Central,District #24
71263,Tuy Hoa,Central,District #24
71264,Phan Thiet,Central,District #24
71266,Hue,Central,District #24
71268,Hue,Central,District #24
71269,Phan Thiet,Central,District #24
71270,Dong Hoi,Central,District #24
71273,Phan Rang-Thap Cham,Central,District #24
71275,Hoi An,Central,District #24
71277,Phan Thiet,Central,District #24
71279,Tam Ky,Central,District #24
71280,Dong Hoi,Central,District #24
71281,Tuy Hoa,Central,District #24
71282,Phan Thiet,Central,District #24
71291,Hoi An,Central,District #24
71292,Quy Nhon,Central,District #24
71294,Da Nang,Central,District #24
71295,Tuy Hoa,Central,District #24
71301,Quy Nhon,Central,District #24
71302,Tuy Hoa,Central,District #24
71303,Da Nang,Central,District #24
71309,Hue,Central,District #24
71315,Phan Rang-Thap Cham,Central,District #24
71322,Phan Rang-Thap Cham,Central,District #24
71323,Da Nang,Central,District #24
71325,Da Nang,Central,District #24
71326,Phan Thiet,Central,District #24
71327,Tuy Hoa,Central,District #24
71328,Phan Rang-Thap Cham,Central,District #24
71333,Hue,Central,District #24
71334,Phan Rang-Thap Cham,Central,District #24
71336,Quang Ngai,Central,District #24
71339,Hoi An,Central,District #24
71340,Hue,Central,District #24
71341,Da Nang,Central,District #24
71343,Tuy Hoa,Central,District #24
71346,Dong Hoi,Central,District #24
71348,Kon Tum,Central,District #24
71350,Quy Nhon,Central,District #24
71351,Nha Trang,Central,District #24
71353,Tuy Hoa,Central,District #24
71354,Hue,Central,District #24
71355,Phan Thiet,Central,District #24
71357,Da Nang,Central,District #24
71358,Hoi An,Central,District #24
71360,Tuy Hoa,Central,District #24
71361,Hoi An,Central,District #24
71362,Tuy Hoa,Central,District #24
71366,Tam Ky,Central,District #24
71367,Tam Ky,Central,District #24
71368,Quy Nhon,Central,District #24
71369,Hue,Central,District #24
71371,Hoi An,Central,District #24
71373,Hoi An,Central,District #24
71378,Quy Nhon,Central,District #24
71401,Phan Thiet,Central,District #24
71403,Phan Thiet,Central,District #24
71404,Hoi An,Central,District #24
71405,Quy Nhon,Central,District #24
71406,Quy Nhon,Central,District #24
71407,Phan Thiet,Central,District #24
71409,Tuy Hoa,Central,District #24
71410,Quang Ngai,Central,District #24
71411,Hoi An,Central,District #24
71414,Quy Nhon,Central,District #24
71415,Da Nang,Central,District #24
71416,Tuy Hoa,Central,District #24
71417,Kon Tum,Central,District #24
71418,Phan Rang-Thap Cham,Central,District #24
71419,Nha Trang,Central,District #24
71422,Tam Ky,Central,District #24
71423,Kon Tum,Central,District #24
71424,Tam Ky,Central,District #24
71429,Hoi An,Central,District #24
71430,Tam Ky,Central,District #24
71432,Phan Rang-Thap Cham,Central,District #24
71433,Dong Hoi,Central,District #24
71435,Phan Rang-Thap Cham,Central,District #24
71438,Tam Ky,Central,District #24
71439,Kon Tum,Central,District #24
71440,Dong Hoi,Central,District #24
71441,Phan Thiet,Central,District #24
71446,Nha Trang,Central,District #24
71447,Nha Trang,Central,District #24
71449,Hoi An,Central,District #24
71450,Phan Rang-Thap Cham,Central,District #24
71454,Phan Thiet,Central,District #24
71455,Tuy Hoa,Central,District #24
71456,Quang Ngai,Central,District #24
71457,Tam Ky,Central,District #24
71458,Dong Hoi,Central,District #24
71459,Quy Nhon,Central,District #24
71460,Quy Nhon,Central,District #24
71461,Hoi An,Central,District #24
71462,Hue,Central,District #24
71463,Phan Thiet,Central,District #24
71465,Tuy Hoa,Central,District #24
71467,Phan Rang-Thap Cham,Central,District #24
71468,Dong Hoi,Central,District #24
71469,Dong Hoi,Central,District #24
71472,Quang Ngai,Central,District #24
71473,Hue,Central,District #24
71474,Tuy Hoa,Central,District #24
71477,Quang Ngai,Central,District #24
71479,Quy Nhon,Central,District #24
71483,Tam Ky,Central,District #24
71485,Hoi An,Central,District #24
71486,Hoi An,Central,District #24
71496,Phan Thiet,Central,District #24
71601,Phan Thiet,Central,District #25
71602,Phan Rang-Thap Cham,Central,District #25
71603,Hoi An,Central,District #25
71631,Quy Nhon,Central,District #24
71635,Phan Thiet,Central,District #24
71638,Hue,Central,District #24
71639,Quang Ngai,Central,District #25
71640,Tuy Hoa,Central,District #24
71642,Dong Hoi,Central,District #24
71643,Quy Nhon,Central,District #25
71644,Nha Trang,Central,District #25
71646,Dong Hoi,Central,District #24
71647,Tuy Hoa,Central,District #24
71652,Hoi An,Central,District #25
71653,Phan Rang-Thap Cham,Central,District #24
71654,Nha Trang,Central,District #24
71655,Dong Hoi,Central,District #24
71660,Tuy Hoa,Central,District #25
71662,Phan Thiet,Central,District #24
71663,Tuy Hoa,Central,District #24
71665,Phan Rang-Thap Cham,Central,District #25
71667,Dong Hoi,Central,District #25
71670,Quang Ngai,Central,District #24
71671,Kon Tum,Central,District #24
71674,Hoi An,Central,District #25
71675,Hoi An,Central,District #24
71701,Dong Hoi,Central,District #25
71711,Hoi An,Central,District #25
71720,Quang Ngai,Central,District #25
71724,Dong Hoi,Central,District #24
71726,Kon Tum,Central,District #25
71730,Dong Hoi,Central,District #24
71731,Phan Rang-Thap Cham,Central,District #24
71740,Tuy Hoa,Central,District #24
71742,Phan Rang-Thap Cham,Central,District #25
71743,Phan Rang-Thap Cham,Central,District #25
71744,Hue,Central,District #24
71748,Tam Ky,Central,District #25
71749,Phan Thiet,Central,District #24
71752,Tuy Hoa,Central,District #25
71753,Dong Hoi,Central,District #25
71754,Tam Ky,Central,District #25
71759,Kon Tum,Central,District #24
71762,Tuy Hoa,Central,District #25
71763,Hoi An,Central,District #25
71764,Hue,Central,District #25
71765,Da Nang,Central,District #24
71770,Tam Ky,Central,District #25
71801,Quy Nhon,Central,District #25
71802,Hoi An,Central,District #25
71822,Phan Rang-Thap Cham,Central,District #25
71826,Dong Hoi,Central,District #24
71827,Hue,Central,District #25
71832,Dong Hoi,Central,District #25
71833,Da Nang,Central,District #25
71834,Quang Ngai,Central,District #25
71835,Da Nang,Central,District #25
71836,Da Nang,Central,District #25
71837,Quy Nhon,Central,District #25
71838,Dong Hoi,Central,District #25
71840,Phan Rang-Thap Cham,Central,District #25
71842,Hoi An,Central,District #25
71845,Quang Ngai,Central,District #25
71846,Phan Thiet,Central,District #25
71847,Tuy Hoa,Central,District #25
71851,Tuy Hoa,Central,District #25
71852,Hue,Central,District #25
71854,Kon Tum,Central,District #25
71857,Quy Nhon,Central,District #25
71858,Dong Hoi,Central,District #25
71859,Dong Hoi,Central,District #25
71860,Kon Tum,Central,District #25
71861,Kon Tum,Central,District #24
71866,Quy Nhon,Central,District #25
71901,Phan Thiet,Central,District #25
71902,Da Nang,Central,District #25
71903,Hue,Central,District #25
71909,Phan Rang-Thap Cham,Central,District #25
71910,Hue,Central,District #25
71913,Tam Ky,Central,District #25
71914,Nha Trang,Central,District #25
71921,Da Nang,Central,District #25
71922,Quy Nhon,Central,District #25
71923,Kon Tum,Central,District #25
71929,Quy Nhon,Central,District #25
71932,Dong Hoi,Central,District #25
71933,Kon Tum,Central,District #25
71935,Dong Hoi,Central,District #25
71937,Phan Rang-Thap Cham,Central,District #25
71940,Kon Tum,Central,District #25
71941,Dong Hoi,Central,District #25
71942,Phan Rang-Thap Cham,Central,District #25
71943,Quang Ngai,Central,District #25
71945,Dong Hoi,Central,District #25
71950,Quang Ngai,Central,District #25
71952,Quy Nhon,Central,District #25
71953,Quy Nhon,Central,District #25
71956,Nha Trang,Central,District #25
71957,Tam Ky,Central,District #25
71958,Quy Nhon,Central,District #25
71959,Dong Hoi,Central,District #25
71960,Quy Nhon,Central,District #25
71962,Hue,Central,District #25
71964,Quy Nhon,Central,District #25
71965,Quy Nhon,Central,District #25
71968,Tam Ky,Central,District #25
71969,Da Nang,Central,District #25
71972,Hue,Central,District #25
71973,Hue,Central,District #25
72002,Da Nang,Central,District #25
72006,Quang Ngai,Central,District #25
72007,Hoi An,Central,District #25
72010,Tam Ky,Central,District #25
72011,Da Nang,Central,District #25
72012,Tuy Hoa,Central,District #25
72013,Nha Trang,Central,District #25
72015,Hue,Central,District #25
72016,Quy Nhon,Central,District #25
72018,Hoi An,Central,District #25
72019,Kon Tum,Central,District #25
72020,Nha Trang,Central,District #25
72021,Hoi An,Central,District #25
72022,Quang Ngai,Central,District #25
72023,Nha Trang,Central,District #25
72024,Tam Ky,Central,District #25
72025,Tuy Hoa,Central,District #25
72026,Da Nang,Central,District #25
72027,Quang Ngai,Central,District #25
72028,Da Nang,Central,District #25
72029,Da Nang,Central,District #25
72030,Hue,Central,District #25
72031,Hue,Central,District #25
72032,Quy Nhon,Central,District #25
72033,Kon Tum,Central,District #25
72034,Phan Thiet,Central,District #25
72036,Kon Tum,Central,District #25
72039,Phan Rang-Thap Cham,Central,District #25
72040,Tam Ky,Central,District #25
72041,Nha Trang,Central,District #25
72042,Quang Ngai,Central,District #25
72043,Tuy Hoa,Central,District #25
72044,Tuy Hoa,Central,District #25
72045,Hoi An,Central,District #25
72046,Kon Tum,Central,District #25
72048,Phan Rang-Thap Cham,Central,District #25
72051,Nha Trang,Central,District #25
72052,Da Nang,Central,District #25
72053,Kon Tum,Central,District #25
72057,Hoi An,Central,District #25
72058,Da Nang,Central,District #25
72060,Hoi An,Central,District #25
72061,Kon Tum,Central,District #25
72063,Hoi An,Central,District #25
72064,Hue,Central,District #25
72065,Phan Thiet,Central,District #25
72067,Hoi An,Central,District #25
72068,Dong Hoi,Central,District #25
72070,Quang Ngai,Central,District #25
72072,Nha Trang,Central,District #25
72073,Phan Rang-Thap Cham,Central,District #25
72074,Phan Thiet,Central,District #25
72075,Tuy Hoa,Central,District #25
72076,Phan Thiet,Central,District #25
72078,Hue,Central,District #25
72079,Dong Hoi,Central,District #25
72081,Quang Ngai,Central,District #25
72082,Kon Tum,Central,District #25
72083,Quy Nhon,Central,District #25
72084,Phan Thiet,Central,District #25
72086,Dong Hoi,Central,District #25
72087,Tuy Hoa,Central,District #25
72088,Quang Ngai,Central,District #25
72099,Quang Ngai,Central,District #25
72101,Kon Tum,Central,District #25
72102,Da Nang,Central,District #25
72103,Hoi An,Central,District #25
72104,Tam Ky,Central,District #25
72106,Dong Hoi,Central,District #25
72108,Dong Hoi,Central,District #25
72110,Hue,Central,District #25
72112,Tuy Hoa,Central,District #25
72113,Tam Ky,Central,District #25
72114,Tuy Hoa,Central,District #25
72115,Dong Hoi,Central,District #25
72116,Nha Trang,Central,District #25
72117,Tam Ky,Central,District #25
72118,Kon Tum,Central,District #25
72119,Kon Tum,Central,District #25
72120,Da Nang,Central,District #25
72121,Tuy Hoa,Central,District #25
72122,Tam Ky,Central,District #25
72123,Da Nang,Central,District #25
72124,Dong Hoi,Central,District #25
72125,Da Nang,Central,District #25
72126,Nha Trang,Central,District #25
72128,Phan Rang-Thap Cham,Central,District #25
72129,Quy Nhon,Central,District #25
72130,Phan Rang-Thap Cham,Central,District #25
72131,Phan Thiet,Central,District #25
72132,Tam Ky,Central,District #25
72134,Dong Hoi,Central,District #25
72135,Da Nang,Central,District #25
72136,Phan Thiet,Central,District #25
72137,Quy Nhon,Central,District #25
72139,Phan Rang-Thap Cham,Central,District #25
72141,Tam Ky,Central,District #25
72142,Kon Tum,Central,District #25
72143,Phan Rang-Thap Cham,Central,District #25
72145,Phan Thiet,Central,District #25
72150,Tam Ky,Central,District #25
72152,Kon Tum,Central,District #25
72153,Phan Rang-Thap Cham,Central,District #25
72157,Da Nang,Central,District #25
72160,Quang Ngai,Central,District #25
72164,Dong Hoi,Central,District #25
72165,Kon Tum,Central,District #25
72166,Hue,Central,District #25
72167,Quy Nhon,Central,District #25
72169,Kon Tum,Central,District #25
72173,Hoi An,Central,District #25
72175,Nha Trang,Central,District #25
72176,Hue,Central,District #25
72180,Quang Ngai,Central,District #25
72182,Tam Ky,Central,District #25
72190,Quy Nhon,Central,District #25
72201,Quang Ngai,Central,District #25
